CTMT_A,CTMT_B,SUB_A,SUB_B,SUB_NOME_A,SUB_NOME_B,CONJ_A,CONJ_B,CONJ_NOME_A,CONJ_NOME_B,n_ties_campo,n_ties_telecomandadas,chaves,chaves_telecomandadas
REC0001,REC0012,132097219,132097219,SETD RECREIO,SETD RECREIO,14999,14999,RECREIO,RECREIO,1,0,264377922,
REC0001,REC37476,132097219,132097219,SETD RECREIO,SETD RECREIO,14999,15690,RECREIO,BARRA SUBTERRANEO,1,0,574279819,
REC37476,REC9,132097219,132097219,SETD RECREIO,SETD RECREIO,15690,14999,BARRA SUBTERRANEO,RECREIO,1,0,264378562,
RFR002,RFR005,18520767,18520767,SETD ROCHA FREIRE,SETD ROCHA FREIRE,15693,15693,ROCHA FREIRE AEREO AT/MT,ROCHA FREIRE AEREO AT/MT,1,0,20767660,
RFR002,STC00005,18520767,34192093,SETD ROCHA FREIRE,SETD SANTA CLARA,15693,15052,ROCHA FREIRE AEREO AT/MT,SANTA CLARA AEREO,1,0,20817690,
RFR002,STC00010,18520767,34192093,SETD ROCHA FREIRE,SETD SANTA CLARA,15693,15052,ROCHA FREIRE AEREO AT/MT,SANTA CLARA AEREO,1,0,20685832,
RFR005,STC00006,18520767,34192093,SETD ROCHA FREIRE,SETD SANTA CLARA,15693,15052,ROCHA FREIRE AEREO AT/MT,SANTA CLARA AEREO,1,0,20679343,
RFR006,STC00007,18520767,34192093,SETD ROCHA FREIRE,SETD SANTA CLARA,15693,15052,ROCHA FREIRE AEREO AT/MT,SANTA CLARA AEREO,1,0,215601756,
ROS00019,ROS002,18519985,18519985,SETD ROSALI,SETD ROSALI,14996,14996,ROSALI,ROSALI,1,0,20734020,
ROS00019,ROS008,18519985,18519985,SETD ROSALI,SETD ROSALI,14996,14996,ROSALI,ROSALI,1,0,401884065,
ROS00019,ROS011,18519985,18519985,SETD ROSALI,SETD ROSALI,14996,14996,ROSALI,ROSALI,1,0,124865437,
ROS00022,ROS001,18519985,18519985,SETD ROSALI,SETD ROSALI,14996,14996,ROSALI,ROSALI,1,0,20768829,
ROS00022,ROS008,18519985,18519985,SETD ROSALI,SETD ROSALI,14996,14996,ROSALI,ROSALI,1,0,398410464,
ROS001,ROS017,18519985,18519985,SETD ROSALI,SETD ROSALI,14996,14996,ROSALI,ROSALI,1,0,20768759,
ROS002,SJO0013,18519985,310718139,SETD ROSALI,SETD SAO JOAO,14996,15699,ROSALI,SAO JOAO,1,0,20733978,
ROS003,ROS006,18519985,18519985,SETD ROSALI,SETD ROSALI,14996,14996,ROSALI,ROSALI,1,0,32145132,
ROS003,ROS016,18519985,18519985,SETD ROSALI,SETD ROSALI,14996,14996,ROSALI,ROSALI,1,0,1615550,
ROS005,ROS011,18519985,18519985,SETD ROSALI,SETD ROSALI,14996,14996,ROSALI,ROSALI,1,0,20700868,
ROS006,ROS009,18519985,18519985,SETD ROSALI,SETD ROSALI,14996,14996,ROSALI,ROSALI,1,0,20801972,
ROS006,ROS010,18519985,18519985,SETD ROSALI,SETD ROSALI,14996,14996,ROSALI,ROSALI,1,0,20801993,
ROS007,ROS017,18519985,18519985,SETD ROSALI,SETD ROSALI,14996,14996,ROSALI,ROSALI,1,0,20804688,
ROS007,SJO0010,18519985,310718139,SETD ROSALI,SETD SAO JOAO,14996,15699,ROSALI,SAO JOAO,1,0,20680309,
ROS008,ROS012,18519985,18519985,SETD ROSALI,SETD ROSALI,14996,14996,ROSALI,ROSALI,1,0,20660216,
ROS009,ROS015,18519985,18519985,SETD ROSALI,SETD ROSALI,14996,14996,ROSALI,ROSALI,1,0,20801741,
ROS009,ROS018,18519985,18519985,SETD ROSALI,SETD ROSALI,14996,14996,ROSALI,ROSALI,1,0,56702693,
ROS010,ROS013,18519985,18519985,SETD ROSALI,SETD ROSALI,14996,14996,ROSALI,ROSALI,1,0,20731115,
ROS010,ROS014,18519985,18519985,SETD ROSALI,SETD ROSALI,14996,14996,ROSALI,ROSALI,1,0,20705264,
ROS010,ROS015,18519985,18519985,SETD ROSALI,SETD ROSALI,14996,14996,ROSALI,ROSALI,1,0,20807796,
ROS011,ROS017,18519985,18519985,SETD ROSALI,SETD ROSALI,14996,14996,ROSALI,ROSALI,1,0,20700882,
ROS011,SJO0007,18519985,310718139,SETD ROSALI,SETD SAO JOAO,14996,15699,ROSALI,SAO JOAO,1,0,37525578,
ROS011,SJO0010,18519985,310718139,SETD ROSALI,SETD SAO JOAO,14996,15699,ROSALI,SAO JOAO,1,0,20682381,
ROS013,ROS018,18519985,18519985,SETD ROSALI,SETD ROSALI,14996,14996,ROSALI,ROSALI,1,0,20731108,
ROS016,VGE00002,18519985,1267,SETD ROSALI,SETD VIGARIO GERAL,14996,14996,ROSALI,ROSALI,1,0,25360772,
RTO00014,RTO008,18520875,18520875,SETD RETIRO,SETD RETIRO,14995,14995,RETIRO,RETIRO,1,0,20678251,
RTO00014,RTO010,18520875,18520875,SETD RETIRO,SETD RETIRO,14995,14995,RETIRO,RETIRO,1,0,20719628,
RTO00014,VRD007,18520875,18520470,SETD RETIRO,SETD VOLTA REDONDA,14995,14995,RETIRO,RETIRO,1,0,277886251,
RTO001,RTO002,18520875,18520875,SETD RETIRO,SETD RETIRO,14995,14995,RETIRO,RETIRO,1,0,20710185,
RTO001,RTO007,18520875,18520875,SETD RETIRO,SETD RETIRO,14995,14995,RETIRO,RETIRO,1,0,20672966,
RTO001,RTO011,18520875,18520875,SETD RETIRO,SETD RETIRO,14995,14995,RETIRO,RETIRO,1,0,20701659,
RTO002,VRD001,18520875,18520470,SETD RETIRO,SETD VOLTA REDONDA,14995,15084,RETIRO,VOLTA REDONDA AEREO AT/MT,1,0,20739109,
RTO003,RTO006,18520875,18520875,SETD RETIRO,SETD RETIRO,14995,14995,RETIRO,RETIRO,1,0,20695009,
RTO003,VRD009,18520875,18520470,SETD RETIRO,SETD VOLTA REDONDA,14995,15084,RETIRO,VOLTA REDONDA AEREO AT/MT,1,0,20695002,
RTO003,VRD011,18520875,18520470,SETD RETIRO,SETD VOLTA REDONDA,14995,15084,RETIRO,VOLTA REDONDA AEREO AT/MT,1,0,119085911,
RTO003,VRD015,18520875,18520470,SETD RETIRO,SETD VOLTA REDONDA,14995,15086,RETIRO,VOLTA REDONDA AEREO MT/MT,1,0,20695086,
RTO006,RTO008,18520875,18520875,SETD RETIRO,SETD RETIRO,14995,14995,RETIRO,RETIRO,1,0,530669874,
RTO006,RTO013,18520875,18520875,SETD RETIRO,SETD RETIRO,14995,14995,RETIRO,RETIRO,1,0,20802119,
RTO007,RTO011,18520875,18520875,SETD RETIRO,SETD RETIRO,14995,14995,RETIRO,RETIRO,1,0,247059649,
RTO007,VRD005,18520875,18520470,SETD RETIRO,SETD VOLTA REDONDA,14995,15084,RETIRO,VOLTA REDONDA AEREO AT/MT,1,0,20700252,
RTO007,VRD006,18520875,18520470,SETD RETIRO,SETD VOLTA REDONDA,14995,15084,RETIRO,VOLTA REDONDA AEREO AT/MT,1,0,20232982,
RTO007,VRD015,18520875,18520470,SETD RETIRO,SETD VOLTA REDONDA,14995,15086,RETIRO,VOLTA REDONDA AEREO MT/MT,1,0,474203762,
RTO011,RTO013,18520875,18520875,SETD RETIRO,SETD RETIRO,14995,14995,RETIRO,RETIRO,1,0,20701652,
SCI001,SCI004,18520299,18520299,SETD SANTA CECILIA,SETD SANTA CECILIA,15090,15082,SANTA CECILIA AEREO MT/MT,SANTA CECILIA AEREO AT/MT,1,0,134432275,
SCI001,VRD015,18520299,18520470,SETD SANTA CECILIA,SETD VOLTA REDONDA,15090,15086,SANTA CECILIA AEREO MT/MT,VOLTA REDONDA AEREO MT/MT,1,0,20698299,
SCI001,VRD019,18520299,18520470,SETD SANTA CECILIA,SETD VOLTA REDONDA,15090,15086,SANTA CECILIA AEREO MT/MT,VOLTA REDONDA AEREO MT/MT,1,0,20698243,
SCI002,SCI004,18520299,18520299,SETD SANTA CECILIA,SETD SANTA CECILIA,15090,15082,SANTA CECILIA AEREO MT/MT,SANTA CECILIA AEREO AT/MT,1,0,20701337,
SCI002,SCI005,18520299,18520299,SETD SANTA CECILIA,SETD SANTA CECILIA,15090,15090,SANTA CECILIA AEREO MT/MT,SANTA CECILIA AEREO MT/MT,1,0,472769486,
SCI002,SCI007,18520299,18520299,SETD SANTA CECILIA,SETD SANTA CECILIA,15090,15090,SANTA CECILIA AEREO MT/MT,SANTA CECILIA AEREO MT/MT,1,0,377893861,
SCI003,SCI006,18520299,18520299,SETD SANTA CECILIA,SETD SANTA CECILIA,15082,15090,SANTA CECILIA AEREO AT/MT,SANTA CECILIA AEREO MT/MT,1,0,20842168,
SCI005,SCI007,18520299,18520299,SETD SANTA CECILIA,SETD SANTA CECILIA,15090,15090,SANTA CECILIA AEREO MT/MT,SANTA CECILIA AEREO MT/MT,1,0,20842287,
SCI006,SCI007,18520299,18520299,SETD SANTA CECILIA,SETD SANTA CECILIA,15090,15090,SANTA CECILIA AEREO MT/MT,SANTA CECILIA AEREO MT/MT,1,0,20842238,
SCI006,VRD015,18520299,18520470,SETD SANTA CECILIA,SETD VOLTA REDONDA,15090,15086,SANTA CECILIA AEREO MT/MT,VOLTA REDONDA AEREO MT/MT,1,0,20738955,
SCI007,VIG001,18520299,18520371,SETD SANTA CECILIA,SETD VIGARIO,15090,15003,SANTA CECILIA AEREO MT/MT,VIGARIO,1,0,490753018,
SCO0001,SCO24296,10386060,10386060,SETD SAO CONRADO,SETD SAO CONRADO,15053,15079,SAO CONRADO AEREO,SAO CONRADO SUBTERRANEO,1,0,673488321,
SCO24005,SCO29909,10386060,10386060,SETD SAO CONRADO,SETD SAO CONRADO,15053,15053,SAO CONRADO AEREO,SAO CONRADO AEREO,1,0,11036769,
SCO24365,SCO29085,10386060,10386060,SETD SAO CONRADO,SETD SAO CONRADO,15053,15053,SAO CONRADO AEREO,SAO CONRADO AEREO,1,0,754236876,
SCO24365,SCO33618,10386060,10386060,SETD SAO CONRADO,SETD SAO CONRADO,15053,15053,SAO CONRADO AEREO,SAO CONRADO AEREO,1,0,604548004,
SDD001,VRD016,18520398,18520470,SETD SAUDADE,SETD VOLTA REDONDA,15001,,SAUDADE,,1,0,20820084,
SJO0004,SJO0012,310718139,310718139,SETD SAO JOAO,SETD SAO JOAO,15699,15699,SAO JOAO,SAO JOAO,1,0,270019681,
SJO0004,SJO0013,310718139,310718139,SETD SAO JOAO,SETD SAO JOAO,15699,15699,SAO JOAO,SAO JOAO,1,0,20677264,
SJO0005,SJO0013,310718139,310718139,SETD SAO JOAO,SETD SAO JOAO,15699,15699,SAO JOAO,SAO JOAO,1,0,109398679,
SJO0006,SJO0011,310718139,310718139,SETD SAO JOAO,SETD SAO JOAO,15699,15699,SAO JOAO,SAO JOAO,1,0,20730996,
SJO0006,SRP007,310718139,18520803,SETD SAO JOAO,SETD SARAPUI,15699,15000,SAO JOAO,SARAPUI,1,0,20702730,
SJO0006,SRP009,310718139,18520803,SETD SAO JOAO,SETD SARAPUI,15699,15000,SAO JOAO,SARAPUI,1,0,282364888,
SJO0006,VTL013,310718139,18520794,SETD SAO JOAO,SETD VILAR DOS TELES,15699,15072,SAO JOAO,VILAR DOS TELES AEREO,1,0,20801510,
SJO0008,SJO0011,310718139,310718139,SETD SAO JOAO,SETD SAO JOAO,15699,15699,SAO JOAO,SAO JOAO,1,0,285692722,
SJO0010,VTL002,310718139,18520794,SETD SAO JOAO,SETD VILAR DOS TELES,15699,15072,SAO JOAO,VILAR DOS TELES AEREO,1,0,20680344,
SJO0011,SRP002,310718139,18520803,SETD SAO JOAO,SETD SARAPUI,15699,15000,SAO JOAO,SARAPUI,1,0,20729218,
SJO0012,VTL002,310718139,18520794,SETD SAO JOAO,SETD VILAR DOS TELES,15699,15072,SAO JOAO,VILAR DOS TELES AEREO,1,0,20682339,
SLZ2550,SLZ4500,10386069,10386069,SETD SANTA LUZIA,SETD SANTA LUZIA,15016,15016,SANTA LUZIA,SANTA LUZIA,1,0,534989703,
SLZ4500,SLZ4680,10386069,10386069,SETD SANTA LUZIA,SETD SANTA LUZIA,15016,15016,SANTA LUZIA,SANTA LUZIA,1,0,534989703,
SMT24276,SMT33668,10385997,10385997,SETD SAMARITANO,SETD SAMARITANO,15076,15078,SAMARITANO SUBTERRANEO,SAMARITANO AEREO URBANO,1,0,11180322,
SMT30371,SMT33668,10385997,10385997,SETD SAMARITANO,SETD SAMARITANO,15076,15078,SAMARITANO SUBTERRANEO,SAMARITANO AEREO URBANO,1,0,11180322,
SPC002,TRS009,18520614,18520326,SETD SAPUCAIA,SETD TRES RIOS,15091,15088,SAPUCAIA,TRES RIOS AEREO MT/MT,1,0,20801398,
SRD0005,SRD003,18521154,18521154,SETD SEROPEDICA,SETD SEROPEDICA,15043,15043,SEROPEDICA AEREO,SEROPEDICA AEREO,1,0,20782790,
SRD001,SRD003,18521154,18521154,SETD SEROPEDICA,SETD SEROPEDICA,15043,15043,SEROPEDICA AEREO,SEROPEDICA AEREO,1,0,632750963,
SRD002,SRD003,18521154,18521154,SETD SEROPEDICA,SETD SEROPEDICA,15043,15043,SEROPEDICA AEREO,SEROPEDICA AEREO,1,0,20729022,
SRP00012,SRP001,18520803,18520803,SETD SARAPUI,SETD SARAPUI,15000,15000,SARAPUI,SARAPUI,1,0,20671202,
SRP00016,SRP002,18520803,18520803,SETD SARAPUI,SETD SARAPUI,15000,15000,SARAPUI,SARAPUI,1,0,31144505,
SRP001,SRP014,18520803,18520803,SETD SARAPUI,SETD SARAPUI,15000,15000,SARAPUI,SARAPUI,1,0,134376527,
SRP005,SRP007,18520803,18520803,SETD SARAPUI,SETD SARAPUI,15000,15000,SARAPUI,SARAPUI,1,0,139477775,
SRP005,SRP009,18520803,18520803,SETD SARAPUI,SETD SARAPUI,15000,15000,SARAPUI,SARAPUI,1,0,20713930,
SRP005,SRP014,18520803,18520803,SETD SARAPUI,SETD SARAPUI,15000,15000,SARAPUI,SARAPUI,1,0,20790017,
SRP007,SRP010,18520803,18520803,SETD SARAPUI,SETD SARAPUI,15000,15000,SARAPUI,SARAPUI,1,0,20713972,
SRP011,SRP014,18520803,18520803,SETD SARAPUI,SETD SARAPUI,15000,15000,SARAPUI,SARAPUI,1,0,20696066,
SRP011,VTL010,18520803,18520794,SETD SARAPUI,SETD VILAR DOS TELES,15000,15072,SARAPUI,VILAR DOS TELES AEREO,1,0,621917212,
STC00002,STC00004,34192093,34192093,SETD SANTA CLARA,SETD SANTA CLARA,15052,15052,SANTA CLARA AEREO,SANTA CLARA AEREO,1,0,39449676,
STC00003,STC00011,34192093,34192093,SETD SANTA CLARA,SETD SANTA CLARA,15052,15052,SANTA CLARA AEREO,SANTA CLARA AEREO,1,0,30131196,
STC00009,STC00011,34192093,34192093,SETD SANTA CLARA,SETD SANTA CLARA,15052,15052,SANTA CLARA AEREO,SANTA CLARA AEREO,1,0,132101008,
STC00009,STC00013,34192093,34192093,SETD SANTA CLARA,SETD SANTA CLARA,15052,15052,SANTA CLARA AEREO,SANTA CLARA AEREO,1,0,219715408,
STC00011,STC00012,34192093,34192093,SETD SANTA CLARA,SETD SANTA CLARA,15052,15052,SANTA CLARA AEREO,SANTA CLARA AEREO,1,0,145072908,
STC00011,STC0014,34192093,34192093,SETD SANTA CLARA,SETD SANTA CLARA,15052,15052,SANTA CLARA AEREO,SANTA CLARA AEREO,1,0,105061337,
STC00012,STC00013,34192093,34192093,SETD SANTA CLARA,SETD SANTA CLARA,15052,15052,SANTA CLARA AEREO,SANTA CLARA AEREO,1,0,533164684,
STC00012,STC0014,34192093,34192093,SETD SANTA CLARA,SETD SANTA CLARA,15052,15052,SANTA CLARA AEREO,SANTA CLARA AEREO,1,0,20735553,
STS001,STS002,18521136,18521136,SETD SANTISSIMO,SETD SANTISSIMO,15042,15042,SANTISSIMO AEREO,SANTISSIMO AEREO,1,0,20688114,
STS001,STS003,18521136,18521136,SETD SANTISSIMO,SETD SANTISSIMO,15042,15042,SANTISSIMO AEREO,SANTISSIMO AEREO,1,0,20733439,
STS001,STS006,18521136,18521136,SETD SANTISSIMO,SETD SANTISSIMO,15042,15042,SANTISSIMO AEREO,SANTISSIMO AEREO,1,0,20734272,
STS002,STS004,18521136,18521136,SETD SANTISSIMO,SETD SANTISSIMO,15042,15042,SANTISSIMO AEREO,SANTISSIMO AEREO,1,0,20727160,
STS003,STS005,18521136,18521136,SETD SANTISSIMO,SETD SANTISSIMO,15042,15042,SANTISSIMO AEREO,SANTISSIMO AEREO,1,0,20711949,
TER12912,TER29152,1123,1123,SETD TERRA NOVA,SETD TERRA NOVA,15044,15044,TERRA NOVA AEREO,TERRA NOVA AEREO,1,0,1609054,
TER12912,TER850,1123,1123,SETD TERRA NOVA,SETD TERRA NOVA,15044,15044,TERRA NOVA AEREO,TERRA NOVA AEREO,1,0,1615921,
TER12912,TER913,1123,1123,SETD TERRA NOVA,SETD TERRA NOVA,15044,15044,TERRA NOVA AEREO,TERRA NOVA AEREO,1,0,697358498,
TER12912,TER928,1123,1123,SETD TERRA NOVA,SETD TERRA NOVA,15044,15044,TERRA NOVA AEREO,TERRA NOVA AEREO,1,0,1615998,
TER29079,TER846,1123,1123,SETD TERRA NOVA,SETD TERRA NOVA,15044,15044,TERRA NOVA AEREO,TERRA NOVA AEREO,1,0,1553465,
TER29134,TER822,1123,1123,SETD TERRA NOVA,SETD TERRA NOVA,15044,15044,TERRA NOVA AEREO,TERRA NOVA AEREO,1,0,1617230,
TER29134,TER895,1123,1123,SETD TERRA NOVA,SETD TERRA NOVA,15044,15044,TERRA NOVA AEREO,TERRA NOVA AEREO,1,0,1616376,
TER29134,TER913,1123,1123,SETD TERRA NOVA,SETD TERRA NOVA,15044,15044,TERRA NOVA AEREO,TERRA NOVA AEREO,1,0,1616362,
TER29223,TER846,1123,1123,SETD TERRA NOVA,SETD TERRA NOVA,15044,15044,TERRA NOVA AEREO,TERRA NOVA AEREO,1,0,1621213,
TER846,TER928,1123,1123,SETD TERRA NOVA,SETD TERRA NOVA,15044,15044,TERRA NOVA AEREO,TERRA NOVA AEREO,1,0,1621101,
TER850,TER913,1123,1123,SETD TERRA NOVA,SETD TERRA NOVA,15044,15044,TERRA NOVA AEREO,TERRA NOVA AEREO,1,0,1588880,
TER870,TER913,1123,1123,SETD TERRA NOVA,SETD TERRA NOVA,15044,15044,TERRA NOVA AEREO,TERRA NOVA AEREO,1,0,1623124,
TER870,TER928,1123,1123,SETD TERRA NOVA,SETD TERRA NOVA,15044,15044,TERRA NOVA AEREO,TERRA NOVA AEREO,1,0,1622935,
TER913,TER928,1123,1123,SETD TERRA NOVA,SETD TERRA NOVA,15044,15044,TERRA NOVA AEREO,TERRA NOVA AEREO,1,0,1600486,
TER936,TER950,1123,1123,SETD TERRA NOVA,SETD TERRA NOVA,15044,15044,TERRA NOVA AEREO,TERRA NOVA AEREO,1,0,727566782,
TQR00001,TQR00003,10385871,10385871,SETD TAQUARA,SETD TAQUARA,15023,15023,TAQUARA AEREO,TAQUARA AEREO,1,0,127446108,
TQR00001,TQR33826,10385871,10385871,SETD TAQUARA,SETD TAQUARA,15023,15023,TAQUARA AEREO,TAQUARA AEREO,1,0,131940431,
TQR00001,TQR60096,10385871,10385871,SETD TAQUARA,SETD TAQUARA,15023,15023,TAQUARA AEREO,TAQUARA AEREO,1,0,11007865,
TQR00001,TQR60111,10385871,10385871,SETD TAQUARA,SETD TAQUARA,15023,15023,TAQUARA AEREO,TAQUARA AEREO,1,0,11155259,
TQR00002,TQR0006,10385871,10385871,SETD TAQUARA,SETD TAQUARA,15023,15023,TAQUARA AEREO,TAQUARA AEREO,1,0,163854849,
TQR00002,TQR60088,10385871,10385871,SETD TAQUARA,SETD TAQUARA,15023,15023,TAQUARA AEREO,TAQUARA AEREO,1,0,270363159,
TQR00003,TQR00007,10385871,10385871,SETD TAQUARA,SETD TAQUARA,15023,15023,TAQUARA AEREO,TAQUARA AEREO,1,0,11075126,
TQR00003,TQR33862,10385871,10385871,SETD TAQUARA,SETD TAQUARA,15023,15023,TAQUARA AEREO,TAQUARA AEREO,1,0,11026389,
TQR00003,TQR60111,10385871,10385871,SETD TAQUARA,SETD TAQUARA,15023,15023,TAQUARA AEREO,TAQUARA AEREO,1,0,11155259,
TQR00004,TQR0006,10385871,10385871,SETD TAQUARA,SETD TAQUARA,15023,15023,TAQUARA AEREO,TAQUARA AEREO,1,0,11155133,
TQR00004,TQR33835,10385871,10385871,SETD TAQUARA,SETD TAQUARA,15023,15023,TAQUARA AEREO,TAQUARA AEREO,1,0,11052815,
TQR00004,TQR60096,10385871,10385871,SETD TAQUARA,SETD TAQUARA,15023,15023,TAQUARA AEREO,TAQUARA AEREO,1,0,132015319,
TQR00005,TQR00007,10385871,10385871,SETD TAQUARA,SETD TAQUARA,15023,15023,TAQUARA AEREO,TAQUARA AEREO,1,0,647311978,
TQR00005,TQR0006,10385871,10385871,SETD TAQUARA,SETD TAQUARA,15023,15023,TAQUARA AEREO,TAQUARA AEREO,1,0,11134579,
TQR00007,TQR60096,10385871,10385871,SETD TAQUARA,SETD TAQUARA,15023,15023,TAQUARA AEREO,TAQUARA AEREO,1,0,359429286,
TQR00007,TQR60111,10385871,10385871,SETD TAQUARA,SETD TAQUARA,15023,15023,TAQUARA AEREO,TAQUARA AEREO,1,0,647311978,
TQR00008,VVQ9884,10385871,1177,SETD TAQUARA,SETD VILA VALQUEIRE,15023,15032,TAQUARA AEREO,VILA VALQUEIRE,1,0,29328908,
TQR0006,TQR0009,10385871,10385871,SETD TAQUARA,SETD TAQUARA,15023,15023,TAQUARA AEREO,TAQUARA AEREO,1,0,172704909,
TQR33826,TQR33839,10385871,10385871,SETD TAQUARA,SETD TAQUARA,15023,15023,TAQUARA AEREO,TAQUARA AEREO,1,0,11093755,
TQR33826,TQR60111,10385871,10385871,SETD TAQUARA,SETD TAQUARA,15023,15023,TAQUARA AEREO,TAQUARA AEREO,1,0,11093762,
TQR33835,TQR33862,10385871,10385871,SETD TAQUARA,SETD TAQUARA,15023,15023,TAQUARA AEREO,TAQUARA AEREO,1,0,11022798,
TQR33835,TQR60096,10385871,10385871,SETD TAQUARA,SETD TAQUARA,15023,15023,TAQUARA AEREO,TAQUARA AEREO,1,0,11007788,
TQR33839,TQR33842,10385871,10385871,SETD TAQUARA,SETD TAQUARA,15023,15023,TAQUARA AEREO,TAQUARA AEREO,1,0,11056434,
TQR33839,TQR60111,10385871,10385871,SETD TAQUARA,SETD TAQUARA,15023,15023,TAQUARA AEREO,TAQUARA AEREO,1,0,11155259,
TQR33859,TQR60088,10385871,10385871,SETD TAQUARA,SETD TAQUARA,15023,15023,TAQUARA AEREO,TAQUARA AEREO,1,0,11052857,
TQR60096,TQR60111,10385871,10385871,SETD TAQUARA,SETD TAQUARA,15023,15023,TAQUARA AEREO,TAQUARA AEREO,1,0,11007802,
TRG223,TRG347,1204,1204,SETD TRIAGEM,SETD TRIAGEM,,,,,1,0,1612064,
TRG282,TRG347,1204,1204,SETD TRIAGEM,SETD TRIAGEM,,,,,1,0,1623278,
TRG282,TRG729,1204,1204,SETD TRIAGEM,SETD TRIAGEM,,15024,,TRIAGEM AEREO,1,0,1623278,
TRG282,TRG959,1204,1204,SETD TRIAGEM,SETD TRIAGEM,,15024,,TRIAGEM AEREO,1,0,1595537,
TRG2H035,TRG398,1204,1204,SETD TRIAGEM,SETD TRIAGEM,15024,15047,TRIAGEM AEREO,CAMPO MARTE AEREO,1,0,262788556,
TRG398,TRG848,1204,1204,SETD TRIAGEM,SETD TRIAGEM,15047,15024,CAMPO MARTE AEREO,TRIAGEM AEREO,1,0,1611266,
TRG636,TRG783,1204,1204,SETD TRIAGEM,SETD TRIAGEM,15024,15024,TRIAGEM AEREO,TRIAGEM AEREO,1,0,1600829,
TRG636,TRG904,1204,1204,SETD TRIAGEM,SETD TRIAGEM,15024,15024,TRIAGEM AEREO,TRIAGEM AEREO,1,0,1595698,
TRG665,TRG742,1204,1204,SETD TRIAGEM,SETD TRIAGEM,15024,15024,TRIAGEM AEREO,TRIAGEM AEREO,1,0,1616887,
TRG665,TRG872,1204,1204,SETD TRIAGEM,SETD TRIAGEM,15024,15024,TRIAGEM AEREO,TRIAGEM AEREO,1,0,535865789,
TRG665,TRG915,1204,1204,SETD TRIAGEM,SETD TRIAGEM,15024,15024,TRIAGEM AEREO,TRIAGEM AEREO,1,0,1611056,
TRG678,TRV607,1204,10385898,SETD TRIAGEM,SETD TROVAO,15024,15020,TRIAGEM AEREO,TROVAO AEREO,1,0,1586479,
TRG708,TRG848,1204,1204,SETD TRIAGEM,SETD TRIAGEM,15024,15024,TRIAGEM AEREO,TRIAGEM AEREO,1,0,1611273,
TRG848,TRG966,1204,1204,SETD TRIAGEM,SETD TRIAGEM,15024,15024,TRIAGEM AEREO,TRIAGEM AEREO,1,0,1627597,
TRG904,TRG915,1204,1204,SETD TRIAGEM,SETD TRIAGEM,15024,15024,TRIAGEM AEREO,TRIAGEM AEREO,1,0,1581775,
TRG915,TRG959,1204,1204,SETD TRIAGEM,SETD TRIAGEM,15024,15024,TRIAGEM AEREO,TRIAGEM AEREO,1,0,31840286,
TRG966,TRV607,1204,10385898,SETD TRIAGEM,SETD TROVAO,15024,15020,TRIAGEM AEREO,TROVAO AEREO,1,0,1627499,
TRS001,TRS010,18520326,18520326,SETD TRES RIOS,SETD TRES RIOS,15087,15088,TRES RIOS AEREO AT/MT,TRES RIOS AEREO MT/MT,1,0,313620894,
TRS002,TRS007,18520326,18520326,SETD TRES RIOS,SETD TRES RIOS,15087,15087,TRES RIOS AEREO AT/MT,TRES RIOS AEREO AT/MT,1,0,30467243,
TRS002,TRS010,18520326,18520326,SETD TRES RIOS,SETD TRES RIOS,15087,15088,TRES RIOS AEREO AT/MT,TRES RIOS AEREO MT/MT,1,0,185024182,
TRS003,TRS004,18520326,18520326,SETD TRES RIOS,SETD TRES RIOS,15087,15087,TRES RIOS AEREO AT/MT,TRES RIOS AEREO AT/MT,1,0,487785733,
TRS003,TRS005,18520326,18520326,SETD TRES RIOS,SETD TRES RIOS,15087,15087,TRES RIOS AEREO AT/MT,TRES RIOS AEREO AT/MT,1,0,20712649,
TRS005,TRS014,18520326,18520326,SETD TRES RIOS,SETD TRES RIOS,15087,15087,TRES RIOS AEREO AT/MT,TRES RIOS AEREO AT/MT,1,0,143174891,
TRS006,TRS008,18520326,18520326,SETD TRES RIOS,SETD TRES RIOS,15087,15087,TRES RIOS AEREO AT/MT,TRES RIOS AEREO AT/MT,1,0,20804079,
TRS006,TRS010,18520326,18520326,SETD TRES RIOS,SETD TRES RIOS,15087,15088,TRES RIOS AEREO AT/MT,TRES RIOS AEREO MT/MT,1,0,324574915,
TRS006,TRS011,18520326,18520326,SETD TRES RIOS,SETD TRES RIOS,15087,15088,TRES RIOS AEREO AT/MT,TRES RIOS AEREO MT/MT,1,0,116444852,
TRS008,TRS009,18520326,18520326,SETD TRES RIOS,SETD TRES RIOS,15087,15088,TRES RIOS AEREO AT/MT,TRES RIOS AEREO MT/MT,1,0,20804100,
TRS010,TRS011,18520326,18520326,SETD TRES RIOS,SETD TRES RIOS,15088,15088,TRES RIOS AEREO MT/MT,TRES RIOS AEREO MT/MT,1,0,20813840,
TRV705,TRV875,10385898,10385898,SETD TROVAO,SETD TROVAO,15020,15020,TROVAO AEREO,TROVAO AEREO,1,0,11077240,
TRV845,TRV964,10385898,10385898,SETD TROVAO,SETD TROVAO,15020,15020,TROVAO AEREO,TROVAO AEREO,1,0,11025255,
TRV907,TRV964,10385898,10385898,SETD TROVAO,SETD TROVAO,15020,15020,TROVAO AEREO,TROVAO AEREO,1,0,11092026,
